Job,Province,Min_Years,Max_Years,Min_Salary,Max_Salary
Research & Development,Jakarta,0,0,5000000,15000000
Hospitality & Travel,Jakarta,0,0,3000000,4500000
Factory and Manufacturer,Jakarta,0,0,4000000,5000000
Sales,Jawa,0,0,8000000,20000000
Factory and Manufacturer,Jakarta,0,0,4500000,5000000
Administration,Jawa,0,0,8000000,10000000
Other,Jakarta,0,0,5000000,20000000
Internet & New Media,Jawa,0,0,2700000,5500000
Other,Jakarta,0,0,4600000,5000000
Education,Jakarta,0,0,4600000,4650000
Business,Jawa,0,1,2000000,3000000
Internet & New Media,Jawa,0,0,3400000,4400000
Marketing,Jakarta,0,0,4000000,5000000
"Accounting, Finance, Banking",Jakarta,0,0,4200000,4400000
Public Relation,Jawa,0,0,4500000,5000000
Hospitality & Travel,Jawa,0,0,3250000,4650000
Security,Sulawesi,0,1,3000000,5000000
"Accounting, Finance, Banking",Jawa,0,0,4000000,6000000
Sales,Jawa,0,0,4392000,6000000
"Accounting, Finance, Banking",Jawa,0,1,5000000,6000000
Administration,Jakarta,0,0,5000000,7000000
Other,Jawa,0,0,4000000,6000000
Human Resources & General Affair,Jakarta,0,0,4100000,4279000
Factory and Manufacturer,Jawa,0,0,4000000,8000000
"Accounting, Finance, Banking",Jawa,0,0,4500000,4800000
Sales,Jakarta,0,1,200000,1000000
Factory and Manufacturer,Jakarta,0,0,4500000,5500000
Hospitality & Travel,Jakarta,0,0,4600000,5500000
Factory and Manufacturer,Jawa,0,1,3000000,5000000
Factory and Manufacturer,Jakarta,0,1,4600000,5000000
Factory and Manufacturer,Jakarta,0,1,7000000,10000000
Sales,Jawa,0,0,200000,1000000
Administration,Jawa,0,0,4500000,5500000
Marketing,Jakarta,0,0,3500000,5500000
Hospitality & Travel,Jakarta,0,0,200000,1000000
Internet & New Media,Jakarta,0,0,5000000,7000000
Other,Jakarta,0,0,3200000,3500000
Internet & New Media,Jakarta,0,0,4200000,4900000
Factory and Manufacturer,Jawa,0,0,4000000,4400000
Public Relation,Bali dan Nusa Tenggara,0,1,4000000,4500000
Art & Design,Jakarta,0,0,3200000,3700000
Art & Design,Jawa,0,1,5000000,6000000
Other,Jakarta,0,1,4500000,5000000
Administration,Sumatera,0,1,15000000,18000000
Business,Jawa,0,0,200000,1000000
Hospitality & Travel,Sulawesi,0,0,6000000,7500000
Business,Jakarta,0,1,4200000,4400000
"Accounting, Finance, Banking",Jakarta,0,0,3500000,5500000
Data Analyst & Data Science,Jakarta,0,0,10000000,15000000
Other,Jakarta,0,0,3000000,4500000
"Accounting, Finance, Banking",Jakarta,0,0,4000000,5000000
"Accounting, Finance, Banking",Jakarta,0,0,4000000,4500000
"Accounting, Finance, Banking",Jakarta,0,1,4000000,5000000
Factory and Manufacturer,Jakarta,0,1,3000000,3500000
Other,Jawa,0,0,6000000,10000000
Hospitality & Travel,Jakarta,0,1,4300000,5000000
Art & Design,Jawa,0,0,4500000,5500000
Business,Jakarta,0,1,200000,1000000
Factory and Manufacturer,Jakarta,0,0,15000000,20000000
Business,Kalimantan,0,0,4600000,4700000
Other,Jakarta,0,1,3500000,4500000
Factory and Manufacturer,Other,0,1,4000000,4500000
Art & Design,Sumatera,0,0,4000000,4500000
"Accounting, Finance, Banking",Jakarta,0,0,5000000,7000000
Hospitality & Travel,Jakarta,0,1,3250000,4500000
Hospitality & Travel,Jawa,0,0,18000000,22000000
Marketing,Jawa,0,1,4000000,5000000
Human Resources & General Affair,Jakarta,0,0,4000000,4600000
Hospitality & Travel,Jakarta,0,1,4600000,5000000
Sales,Jawa,0,1,200000,1000000
"Accounting, Finance, Banking",Jawa,0,0,5000000,5500000
Factory and Manufacturer,Jakarta,0,1,4200000,4279787
Hospitality & Travel,Jawa,0,1,3000000,4000000
Hospitality & Travel,Jakarta,0,0,8000000,10000000
Art & Design,Jawa,0,1,4000000,5000000
Hospitality & Travel,Jakarta,0,1,5000000,8000000
Hospitality & Travel,Jawa,0,0,4000000,5000000
Factory and Manufacturer,Jawa,0,0,4279000,4279788
Health,Jakarta,0,0,200000,1000000
Factory and Manufacturer,Jawa,0,0,3000000,4000000
Internet & New Media,Jawa,0,0,3500000,5500000
Sales,Jakarta,0,1,6000000,10000000
Sales,Jakarta,0,0,4000000,6000000
Human Resources & General Affair,Jawa,0,0,8000000,11000000
Administration,Jawa,0,1,10000000,25000000
Hospitality & Travel,Jawa,0,0,3250000,4200000
"Accounting, Finance, Banking",Jakarta,0,0,200000,1000000
Marketing,Jakarta,0,1,10000000,15000000
Human Resources & General Affair,Jawa,0,0,18000000,22000000
Human Resources & General Affair,Jawa,0,1,7000000,9500000
Administration,Jakarta,0,0,5000000,7500000
"Accounting, Finance, Banking",Jakarta,0,1,4500000,5500000
Sales,Jakarta,0,0,7000000,10000000
Factory and Manufacturer,Jawa,0,1,6000000,10000000
Administration,Jawa,0,1,4600000,4650000
Internet & New Media,Jakarta,0,1,2800000,3000000
Hospitality & Travel,Jakarta,0,1,4500000,5000000
Research & Development,Jakarta,0,0,4000000,4200000
"Accounting, Finance, Banking",Jakarta,0,0,5000000,10000000
Art & Design,Jakarta,0,0,5000000,5300000
"Accounting, Finance, Banking",Jawa,0,0,5700000,7600000
Hospitality & Travel,Jakarta,0,0,4700000,6000000
Marketing,Jawa,0,1,4000000,4600000
Factory and Manufacturer,Jakarta,0,0,5000000,7000000
Factory and Manufacturer,Jakarta,0,0,4000000,4500000
Other,Jawa,0,0,4000000,5500000
Asuransi,Jakarta,0,1,4000000,6000000
Internet & New Media,Jakarta,0,0,2400000,4000000
Human Resources & General Affair,Jakarta,0,0,3000000,4000000
Journalistic and Entertainment,Jakarta,0,0,30000000,35000000
Factory and Manufacturer,Jawa,0,0,4000000,4300000
Law,Jakarta,0,1,3500000,4000000
Marketing,Jawa,0,1,3000000,4000000
Hospitality & Travel,Jakarta,0,1,5000000,6000000
Sales,Jawa,0,1,20000000,25000000
Hospitality & Travel,Jakarta,0,0,4000000,6000000
Human Resources & General Affair,Jawa,0,0,4000000,15000000
Factory and Manufacturer,Jawa,0,0,3500000,5500000
Factory and Manufacturer,Jakarta,0,1,4000000,7000000
"Accounting, Finance, Banking",Jakarta,0,0,10000000,20000000
Art & Design,Jawa,0,0,5500000,12000000
Data Analyst & Data Science,Jawa,0,0,4200000,4500000
Factory and Manufacturer,Jakarta,0,1,10000000,50000000
Human Resources & General Affair,Jakarta,0,0,4000000,5000000
Other,Jakarta,0,0,5000000,6000000
Public Relation,Jakarta,0,0,3500000,5000000
Marketing,Jawa,0,0,4700000,5500000
Administration,Jawa,0,0,1000000,3500000
Factory and Manufacturer,Jawa,0,0,3000000,4500000
Factory and Manufacturer,Jakarta,0,0,4600000,4700000
Public Relation,Jawa,0,0,6000000,8000000
"Accounting, Finance, Banking",Sumatera,0,0,3000000,5000000
Sales,Jawa,0,1,5500000,7000000
Human Resources & General Affair,Jawa,0,0,3000000,3500000
"Accounting, Finance, Banking",Jakarta,0,1,5000000,5500000
Administration,Jakarta,0,0,4600000,4700000
Art & Design,Jakarta,0,0,4700000,5000000
Hospitality & Travel,Jawa,0,0,24000000,25000000
Other,Jawa,0,0,4000000,4600000
Marketing,Jakarta,0,0,5000000,6000000
Business,Jawa,0,0,8000000,9000000
Hospitality & Travel,Jawa,0,0,2500000,5000000
Art & Design,Jakarta,0,0,6500000,15000000
Administration,Jakarta,0,0,4000000,5000000
"Accounting, Finance, Banking",Jawa,0,0,3500000,5500000
Factory and Manufacturer,Jakarta,0,1,4500000,6000000
Sales,Jakarta,0,0,4600000,5500000
Other,Jawa,0,1,5000000,7000000
Human Resources & General Affair,Jawa,0,0,5000000,6000000
Other,Jawa,0,0,4000000,5600000
Factory and Manufacturer,Jawa,0,0,5000000,8000000
Human Resources & General Affair,Jakarta,0,0,4500000,5500000
Marketing,Jawa,0,1,4000000,4500000
Other,Jakarta,0,1,4000000,4650000
Education,Jakarta,0,0,4250000,5250000
Sales,Kalimantan,0,1,4600000,5300000
Hospitality & Travel,Jakarta,0,0,3500000,4500000
"Accounting, Finance, Banking",Jakarta,0,0,3000000,5000000
Administration,Jawa,0,0,5000000,6000000
Marketing,Jakarta,0,0,5000000,6000000
"Accounting, Finance, Banking",Jawa,0,1,4500000,5500000
"Accounting, Finance, Banking",Jakarta,0,0,5000000,10000000
Factory and Manufacturer,Jakarta,0,0,4200000,4500000
Other,Jawa,0,0,4400000,5600000
"Accounting, Finance, Banking",Jakarta,0,0,10000000,10500000
Public Relation,Jakarta,0,0,4600000,5600000
"Accounting, Finance, Banking",Jakarta,0,1,6000000,7500000
Public Relation,Sumatera,0,0,4600000,5000000
Human Resources & General Affair,Jawa,0,0,3300000,4500000
Sales,Jakarta,0,1,4375479,4400000
Internet & New Media,Jawa,0,0,8000000,10000000
Administration,Jakarta,0,0,4500000,6000000
Factory and Manufacturer,Jakarta,0,0,8000000,10000000
Sales,Jawa,0,0,6000000,8000000
"Accounting, Finance, Banking",Jawa,0,1,3000000,4000000
"Accounting, Finance, Banking",Jakarta,0,0,3000000,4000000
Administration,Jakarta,0,0,4250000,5000000
Public Relation,Jawa,0,1,4500000,5500000
Sales,Jakarta,0,0,2500000,2850000
Factory and Manufacturer,Jakarta,0,0,4600000,4700000
Internet & New Media,Jakarta,0,0,10000000,12500000
Factory and Manufacturer,Jawa,0,1,5000000,6000000
Marketing,Sumatera,0,1,17000000,18000000
Other,Jakarta,0,1,4000000,5000000
Art & Design,Jakarta,0,0,8000000,10000000
Administration,Jawa,0,0,5000000,7000000
Business,Jakarta,0,1,4500000,5500000
Law,Jakarta,0,1,15000000,25000000
Hospitality & Travel,Jawa,0,0,10000000,50000000
Hospitality & Travel,Jakarta,0,0,5000000,6000000
Factory and Manufacturer,Jakarta,0,0,4300000,8000000
Business,Jakarta,0,1,4500000,6000000
Factory and Manufacturer,Jakarta,0,0,4500000,5500000
Administration,Jakarta,0,0,6000000,7000000
"Accounting, Finance, Banking",Jakarta,0,0,4200000,4600000
Business,Jakarta,0,0,4500000,5500000
Factory and Manufacturer,Jakarta,0,0,3000000,4000000
Art & Design,Jakarta,0,0,4500000,4600000
Business,Jawa,0,1,5500000,6500000
Administration,Jakarta,0,1,7000000,10000000
"Accounting, Finance, Banking",Jakarta,0,0,5000000,7000000
Factory and Manufacturer,Sumatera,0,0,4500000,5000000
Hospitality & Travel,Jawa,0,1,3000000,7500000
Administration,Jawa,0,1,4600000,5000000
Hospitality & Travel,Jakarta,0,1,3500000,5000000
"Accounting, Finance, Banking",Jawa,0,0,3000000,4000000
Other,Jakarta,0,0,1500000,5000000
Hospitality & Travel,Jawa,0,0,4500000,5000000
Business,Jakarta,0,0,4000000,4500000
Public Relation,Jakarta,0,1,4500000,5800000
Administration,Jakarta,0,0,4000000,7000000
Administration,Jakarta,0,0,8000000,15000000
Business,Jawa,0,1,4300000,4900000
Factory and Manufacturer,Jakarta,0,1,5000000,10000000
Hospitality & Travel,Jawa,0,0,4600000,4617000
"Accounting, Finance, Banking",Jakarta,0,0,3000000,4300000
Human Resources & General Affair,Jakarta,0,1,5500000,7000000
Hospitality & Travel,Jakarta,0,0,4400000,4900000
"Accounting, Finance, Banking",Jakarta,0,0,5000000,7000000
"Accounting, Finance, Banking",Jakarta,0,0,4100000,4279000
Administration,Jawa,0,0,4600000,5000000
Data Analyst & Data Science,Jakarta,0,0,10000000,13000000
Internet & New Media,Jawa,0,0,5000000,5000001
Business,Jawa,0,0,5500000,6000000
Factory and Manufacturer,Jawa,0,0,4200000,4279000
Human Resources & General Affair,Jawa,0,0,5000000,6000000
Administration,Jakarta,0,1,9000000,10000000
Human Resources & General Affair,Jakarta,0,1,4000000,6000000
Human Resources & General Affair,Jawa,0,0,4800000,5500000
Hospitality & Travel,Jakarta,0,1,7000000,9000000
Sales,Jakarta,0,0,4400000,5500000
Administration,Jakarta,0,0,4200000,4400000
"Accounting, Finance, Banking",Jakarta,0,0,4500000,4600000
Hospitality & Travel,Jawa,0,1,5500000,6500000
Factory and Manufacturer,Jakarta,0,0,3400000,4000000
Administration,Jawa,0,1,4600000,5000000
Administration,Jawa,0,0,3000000,4000000
Sales,Jakarta,0,1,7000000,8000000
Factory and Manufacturer,Sulawesi,0,1,3774860,4400000
Administration,Jakarta,0,0,2941300,2941300
Security,Jakarta,0,1,4500000,4800000
Factory and Manufacturer,Jakarta,0,1,4600000,4700000
Hospitality & Travel,Jakarta,0,0,4500000,5000000
Sales,Jakarta,0,0,4500000,6000000
Factory and Manufacturer,Jakarta,0,0,4000000,4200000
Marketing,Jakarta,0,1,4300000,4500000
Other,Jakarta,0,1,4000000,4200000
Factory and Manufacturer,Jakarta,0,1,2500000,4000000
Art & Design,Jakarta,0,0,4500000,5000000
Other,Jakarta,0,0,4000000,5000000
Public Relation,Jawa,0,0,5000000,6000000
Administration,Jakarta,0,0,4000000,4400000
Internet & New Media,Jakarta,0,1,4800000,6000000
Business,Jakarta,0,1,3000000,4500000
Factory and Manufacturer,Jakarta,0,1,4500000,5000000
Administration,Jawa,0,0,4276400,4300000
"Accounting, Finance, Banking",Jawa,0,1,3000000,5000000
Administration,Jakarta,0,1,4400000,5500000
Factory and Manufacturer,Jakarta,0,1,4000000,5000000
Human Resources & General Affair,Jakarta,0,0,4276000,5000000
Administration,Jawa,0,1,4000000,4600000
Human Resources & General Affair,Jawa,0,1,3000000,4500000
Administration,Jakarta,0,0,5000000,8000000
Public Relation,Jakarta,1,3,4500000,5000000
Administration,Jakarta,1,3,4500000,6000000
Administration,Jakarta,0,1,4700000,5000000
Administration,Jawa,0,1,3500000,4000000
Human Resources & General Affair,Jakarta,3,5,5000000,6000000
Administration,Jakarta,0,1,4000000,4500000
Administration,Jakarta,0,1,5000000,6000000
Public Relation,Jakarta,0,1,4000000,5000000
Administration,Jawa,0,1,2390000,3000000
Internet & New Media,Jakarta,0,1,3000000,4500000
Administration,Jakarta,1,3,5000000,5000000
Factory and Manufacturer,Jakarta,1,3,6000000,10000000
Human Resources & General Affair,Jakarta,0,1,5000000,6000000
Administration,Jakarta,0,1,3000000,4500000
Administration,Jawa,0,1,3000000,4000000
Human Resources & General Affair,Jakarta,1,3,4800000,5000000
Administration,Jakarta,1,3,5000000,6000000
Administration,Jakarta,1,3,4000000,4500000
Factory and Manufacturer,Jawa,0,1,3750000,4000000
Sales,Jakarta,1,3,4000000,6000000
Business,Jakarta,1,3,4500000,4700000
"Accounting, Finance, Banking",Jakarta,0,1,4000000,10000000
Administration,Jakarta,0,1,5000000,6000000
Factory and Manufacturer,Jakarta,3,5,8000000,10000000
"Accounting, Finance, Banking",Jakarta,0,1,5000000,7000000
"Accounting, Finance, Banking",Jakarta,3,5,5000000,6000000
"Accounting, Finance, Banking",Jakarta,0,1,4450000,4800000
"Accounting, Finance, Banking",Jakarta,1,3,5000000,6000000
Administration,Jakarta,0,1,5000000,5000000
Other,Jakarta,1,3,4800000,4800000
Factory and Manufacturer,Jakarta,1,3,3500000,4500000
Factory and Manufacturer,Jawa,1,3,4375500,5500000
Factory and Manufacturer,Jakarta,1,3,4000000,5000000
Factory and Manufacturer,Jawa,1,3,3200000,3500000
Internet & New Media,Jakarta,0,1,2000000,4000000
Administration,Jakarta,1,3,10000000,10000000
"Accounting, Finance, Banking",Jakarta,5,10,15000000,20000000
"Accounting, Finance, Banking",Jakarta,0,1,4000000,5000000
Administration,Jakarta,5,10,5500000,7000000
"Accounting, Finance, Banking",Sumatera,1,3,2000000,3000000
Hospitality & Travel,Jakarta,1,3,5000000,7000000
Internet & New Media,Jawa,5,10,10000000,15000000
Law,Jakarta,1,3,5000000,10000000
Administration,Jakarta,1,3,5000000,5000000
Other,Jawa,1,3,3700000,5000000
Public Relation,Jawa,1,3,4000000,5000000
Internet & New Media,Jakarta,1,3,4500000,4500000
Human Resources & General Affair,Jakarta,3,5,10000000,12000000
Administration,Jakarta,3,5,10000000,18000000
Public Relation,Jakarta,0,1,4000000,5000000
Human Resources & General Affair,Jakarta,0,1,5000000,6000000
Public Relation,Jakarta,1,3,4000000,6000000
Art & Design,Jakarta,1,3,5000000,15000000
"Accounting, Finance, Banking",Jakarta,1,3,6000000,7500000
Art & Design,Jawa,1,3,7000000,10000000
"Accounting, Finance, Banking",Jakarta,1,3,7000000,7000000
Administration,Jakarta,1,3,4500000,5500000
Human Resources & General Affair,Jakarta,1,3,3000000,4000000
Internet & New Media,Jawa,1,3,4500000,6000000
Factory and Manufacturer,Jakarta,0,1,4000000,5500000
Other,Jakarta,0,1,4500000,6000000
Administration,Jakarta,1,3,2500000,3500000
Internet & New Media,Jakarta,1,3,5000000,6000000
Human Resources & General Affair,Jakarta,0,1,1500000,2000000
Factory and Manufacturer,Jawa,1,3,4000000,8000000
"Accounting, Finance, Banking",Jakarta,1,3,3000000,3500000
Art & Design,Jakarta,0,1,4600000,5000000
Factory and Manufacturer,Jawa,1,3,3000000,4000000
Administration,Jakarta,0,1,6000000,9000000
Hospitality & Travel,Jakarta,3,5,12000000,20000000
Factory and Manufacturer,Jakarta,3,5,4000000,5000000
Administration,Jakarta,0,1,3000000,4500000
Human Resources & General Affair,Jakarta,1,3,3000000,3500000
Administration,Jakarta,0,1,4600000,5500000
Art & Design,Jakarta,1,3,3000000,3500000
Hospitality & Travel,Jakarta,0,1,2000000,2600000
Hospitality & Travel,Jakarta,0,1,5000000,6500000
Human Resources & General Affair,Jawa,0,1,3750000,4500000
Sales,Jakarta,1,3,4500000,7500000
Research & Development,Jakarta,1,3,3000000,3000000
Human Resources & General Affair,Jawa,0,1,4700000,5000000
Education,Jakarta,0,1,500000,3500000
Marketing,Jakarta,1,3,4000000,5500000
Marketing,Jakarta,0,1,3000000,3800000
Human Resources & General Affair,Jakarta,0,1,3000000,5000000
Internet & New Media,Jakarta,1,3,4700000,6000000
Hospitality & Travel,Jakarta,1,3,4375479,5000000
Art & Design,Jakarta,1,3,2000000,5000000
"Accounting, Finance, Banking",Jawa,1,3,3500000,4000000
Internet & New Media,Jawa,1,3,8000000,10000000
Administration,Jakarta,3,5,8000000,9500000
Internet & New Media,Jakarta,1,3,3000000,4500000
Public Relation,Jakarta,1,3,4000000,10000000
"Accounting, Finance, Banking",Jakarta,3,5,5000000,7000000
Journalistic and Entertainment,Jawa,1,3,4000000,6000000
Other,Jakarta,1,3,2000000,3200000
Other,Jakarta,0,1,5000000,7000000
Art & Design,Jawa,1,3,4500000,6000000
Data Analyst & Data Science,Jakarta,0,1,3000000,3800000
"Accounting, Finance, Banking",Jawa,1,3,3500000,35000100
Journalistic and Entertainment,Jakarta,1,3,4000000,6000000
Art & Design,Jakarta,1,3,4000000,5000000
Administration,Jawa,0,1,4500000,6000000
Public Relation,Jakarta,1,3,3500000,5000000
Internet & New Media,Jakarta,1,3,4000000,5000000
Art & Design,Jakarta,1,3,4500000,5000000
Business,Jakarta,1,3,6000000,8000000
Administration,Jakarta,1,3,4500000,8000000
Art & Design,Jakarta,1,3,4000000,5000000
"Accounting, Finance, Banking",Jawa,1,3,5000000,7000000
Public Relation,Jakarta,0,1,1500000,2000000
Human Resources & General Affair,Jakarta,0,1,500000,1000000
Marketing,Jawa,0,1,500000,500000
Art & Design,Jakarta,0,1,4500000,5000000
Journalistic and Entertainment,Jakarta,1,3,5000000,6000000
Art & Design,Jakarta,0,1,500000,3500000
Public Relation,Jakarta,1,3,5000000,6000000
Law,Jakarta,3,5,4000000,7000000
Hospitality & Travel,Jakarta,3,5,6000000,9000000
Internet & New Media,Jawa,3,5,4000000,4500000
Internet & New Media,Jakarta,1,3,3500000,4000000
Other,Jakarta,0,1,3000000,4000000
"Accounting, Finance, Banking",Jawa,1,3,4500000,6000000
Hospitality & Travel,Jakarta,0,1,0,500000
Journalistic and Entertainment,Jakarta,1,3,2000000,2500000
Factory and Manufacturer,Jawa,1,3,5000000,7000000
Sales,Jakarta,1,3,4200000,4500000
Administration,Jakarta,1,3,1500000,2500000
Factory and Manufacturer,Jawa,1,3,4600000,4600000
Art & Design,Jakarta,1,3,10000000,22000000
Other,Jakarta,1,3,5000000,7000000
Business,Jawa,1,3,5000000,6000000
Art & Design,Jawa,1,3,4000000,4500000
Internet & New Media,Jawa,3,5,6000000,7000000
Art & Design,Jakarta,1,3,4000000,4500000
"Accounting, Finance, Banking",Jawa,3,5,15000000,25000000
Art & Design,Jakarta,0,1,2000000,3000000
Other,Jakarta,1,3,4500000,5000000
Other,Jawa,0,1,3500000,4500000
Human Resources & General Affair,Jawa,1,3,4500000,5500000
"Accounting, Finance, Banking",Jakarta,1,3,5000000,7000000
Art & Design,Jakarta,0,1,3000000,5000000
Other,Jawa,1,3,6000000,8000000
Art & Design,Jawa,1,3,4000000,5000000
Factory and Manufacturer,Jakarta,1,3,4600000,5500000
Internet & New Media,Jakarta,1,3,5000000,6000000
Administration,Jawa,1,3,5000000,5000000
Business,Jakarta,1,3,2500000,4000000
Administration,Jakarta,1,3,4500000,6000000
Administration,Jawa,1,3,4000000,5000000
Public Relation,Jakarta,1,3,2000000,3000000
Administration,Jakarta,1,3,5000000,10000000
Internet & New Media,Jakarta,1,3,3500000,4500000
Factory and Manufacturer,Jawa,0,1,3000000,4000000
"Accounting, Finance, Banking",Jawa,1,3,4200000,5000000
Hospitality & Travel,Jawa,1,3,3500000,5000000
Internet & New Media,Jawa,3,5,5000000,8000000
Human Resources & General Affair,Jakarta,1,3,3500000,3500000
Hospitality & Travel,Jawa,1,3,5000000,7000000
Human Resources & General Affair,Jakarta,1,3,6000000,8500000
Internet & New Media,Jakarta,1,3,6500000,8000000
Factory and Manufacturer,Jakarta,1,3,9000000,9000000
Law,Jakarta,1,3,6000000,6000000
Sales,Jakarta,1,3,2000000,3000000
Administration,Jakarta,1,3,4000000,7000000
"Accounting, Finance, Banking",Jakarta,1,3,4500000,5000000
Sales,Jawa,1,3,4500000,5500000
Other,Jawa,1,3,3400000,5000000
Factory and Manufacturer,Jakarta,1,3,6500000,7500000
Factory and Manufacturer,Jakarta,1,3,6500000,7500000
Public Relation,Jakarta,0,1,1000000,2000000
Administration,Sumatera,5,10,488000000,1466000000
Administration,Jakarta,1,3,5000000,9000000
Consultant,Jakarta,1,3,4500000,6000000
Data Analyst & Data Science,Jakarta,1,3,2000000,4000000
Factory and Manufacturer,Jakarta,0,1,2000000,3000000
Internet & New Media,Jawa,1,3,5000000,6000000
Hospitality & Travel,Jakarta,0,1,5000000,5000000
Factory and Manufacturer,Jakarta,0,1,1800000,2500000
Sales,Jakarta,1,3,5000000,8000000
Business,Jawa,1,3,4000000,8000000
"Accounting, Finance, Banking",Jakarta,1,3,4230800,4230800
Human Resources & General Affair,Jakarta,0,1,4000000,8000000
Internet & New Media,Jakarta,1,3,4000000,10000000
Human Resources & General Affair,Jakarta,1,3,1500000,4000000
Public Relation,Jakarta,1,3,2500000,3500000
Business,Jawa,1,3,7000000,8000000
Human Resources & General Affair,Jawa,0,1,6000000,6500000
Internet & New Media,Jakarta,0,1,4500000,4500000
Sales,Jawa,3,5,6000000,9000000
