Job_Title,City,Yrs_of_Exp,Salary
Artistic - Interior Design,Palembang, 1 – 3 tahun, IDR 5.000.000 - 8.000.000
Teknisi Gedung Bidang Mekanikal Elektrikal Plumbing (MEP),Samarinda, 1 – 3 tahun, IDR 3.000.000 - 10.000.000
Account Executive / Sales,Bekasi, 1 – 3 tahun, IDR 5.000.000 - 8.000.000
Android Developer,Jakarta, 1 – 3 tahun, IDR 3.000.000 - 4.000.000
Account Executive,Bandung, 3 – 5 tahun, IDR 6.000.000 - 8.000.000
Graphic Designer Intern,Jakarta, 1 – 3 tahun, IDR 3.000.000 - 7.000.000
Sales,Jakarta, 1 – 3 tahun, IDR 3.000.000 - 7.000.000
Software Quality Assurance,Bandung, 1 – 3 tahun, IDR 5.000.000 - 8.000.000
Senior Campaign Executive ,Yogyakarta, 3 – 5 tahun, IDR 8.000.000 - 10.000.000
Sales Executive,Tangerang, 3 – 5 tahun, IDR 8.000.000 - 10.000.000
Project Management Officer,"Penjaringan, Jakarta", 5 – 10 tahun, IDR 7.000.000 - 15.000.000
SOSIAL MEDIA MANAGER,Jakarta, 1 – 3 tahun, IDR 4.000.000 - 7.500.000
TEKNISI LISTRIK,Surabaya, 1 – 3 tahun, IDR 5.000.000 - 8.000.000
Customer Service,"Kuningan, Jakarta", 1 – 3 tahun,Login to view estimated salary by Glints.
Administrative Manager,Jakarta, 1 – 3 tahun,
We're Hiring! Creative Marketing Needed at EF English First ,Kuta, 3 – 5 tahun, IDR 6.000.000 - 10.000.000
Social Media Admin,Jakarta, 1 – 3 tahun,
GRAPHIC DESIGNER ,Jakarta, Kurang dari setahun, IDR 1.000.000 - 1.500.000
Supervisor Marketing Communication,"Kuningan, Jakarta", 1 – 3 tahun,
TAX OFFICER ,Tangerang, 1 – 3 tahun, IDR 4.500.000 - 6.000.000
Human Resource Development,"Tebet, Jakarta", 3 – 5 tahun, IDR 7.000.000 - 10.000.100
Head of Account Executive (Sales),Jakarta, 1 – 3 tahun,
ACCOUNT EXECUTIVE,Jakarta, 1 – 3 tahun, IDR 3.000.000 - 5.000.000
3D Character Designer,Jakarta, 1 – 3 tahun, IDR 6.000.000 - 7.000.000
Tiktok Marketing and Public Relations Strategist ,"Palmerah, Jakarta", 1 – 3 tahun, IDR 4.000.000 - 8.000.000
Creative Female Social Media Copywriter,Malang, 1 – 3 tahun, IDR 4.500.000 - 5.000.000
Staf Lapangan Kitas,Jakarta, 3 – 5 tahun, IDR 30.000.000
System Analyst ,, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
SUPERVISOR AREA,Jakarta, 3 – 5 tahun, IDR 6.000.000 - 12.000.000
Marketing Specialist,Jakarta, 1 – 3 tahun,
Developer Internship,Yogyakarta, 3 – 5 tahun, IDR 7.000.000 - 11.000.000
Trader Specialist,Jakarta, 1 – 3 tahun, IDR 6.000.000 - 7.000.000
Senior Talent Acquisition Specialist,Jakarta, 1 – 3 tahun, IDR 4.200.000 - 4.600.000
Warehouse Admin,Depok, 1 – 3 tahun,
Business Development / Product Specialist,Jakarta, 1 – 3 tahun,
Google Ads Specialist,Jakarta, 1 – 3 tahun, IDR 4.000.000 - 5.000.000
Accounting & Tax (English or Mandarin Speaker),"Penjaringan, Jakarta", 1 – 3 tahun, IDR 2.900.000 - 4.060.000
Staff Accounting,"Cengkareng, Jakarta", 1 – 3 tahun, IDR 5.000.000 - 8.000.000
Accountant Assistant,"Cempaka Putih, Jakarta", 1 – 3 tahun, IDR 5.000.000 - 6.000.000
Business Development Assistant,Yogyakarta, 3 – 5 tahun, IDR 8.000.000 - 10.000.000
Senior Account Manager Corporate,Depok, 3 – 5 tahun, IDR 7.000.000 - 11.000.000
Content Curator,Tangerang, 3 – 5 tahun, IDR 8.000.000 - 10.000.000
Photographer / Videographer,, 3 – 5 tahun, IDR 8.000.000 - 10.000.000
Quality Assurance (QA) Engineer ,"Kebayoran Baru, Jakarta", Kurang dari setahun,
Accounting & Purchasing Admin,South Tangerang, 1 – 3 tahun,
Coordinator Accounting,"Kemang, Jakarta", Kurang dari setahun, IDR 1.000.000
Sales Manager,"Cengkareng, Jakarta", 3 – 5 tahun, IDR 7.000.000 - 8.000.000
Sales/Account Executive ,"Kebon Jeruk, Jakarta", 1 – 3 tahun,
Marketing Staff,Bekasi,, SGD 500 - 2.000
Motion Animation Designer,Bandung,,
3D Animation Designer,Jakarta, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Account Operator,"SCBD, Jakarta", 1 – 3 tahun, IDR 6.000.000 - 7.000.000
Head of Marketing,"Kembangan, Jakarta", 1 – 3 tahun, IDR 5.000.000 - 5.500.000
Digital Marketer,"Kembangan, Jakarta", 1 – 3 tahun, IDR 5.000.000 - 6.000.000
Supervisor Organizational Development,Jakarta, 1 – 3 tahun, IDR 4.000.000 - 8.000.000
Marketing Staff,Tangerang, 1 – 3 tahun, IDR 4.500.000 - 6.500.000
Executive Secretary,Bekasi, 1 – 3 tahun, IDR 5.000.000 - 8.000.000
Marketing Communication,Bandung, 1 – 3 tahun, IDR 5.000.000 - 8.000.000
Digital Marketing,"Pasar Minggu, Jakarta", 1 – 3 tahun, IDR 5.350.000 - 7.000.000
Web Application Developer ,Denpasar, 3 – 5 tahun, IDR 5.500.000 - 7.500.000
Operations Executive,"Cengkareng, Jakarta", 3 – 5 tahun, IDR 5.000.000 - 8.000.000
QA/QS Manager,Solo, 1 – 3 tahun, IDR 4.450.000 - 7.000.000
Account Manager,"Kemayoran, Jakarta", 1 – 3 tahun, IDR 5.000.000 - 8.000.000
Sales Executive,Surabaya, 1 – 3 tahun, IDR 4.641.854 - 6.000.000
Graphic Design Intern,Malang, 1 – 3 tahun, IDR 4.000.000 - 5.500.000
Digital Marketing Mentor (Part-time),Jakarta, 1 – 3 tahun, IDR 4.500.000 - 5.000.000
FULLSTACK DEVELOPER,"Tambora, Jakarta", 1 – 3 tahun, IDR 3.000.000 - 5.000.000
Telemarketer (penempatan di Yogyakarta),Jakarta, 5 – 10 tahun, IDR 8.000.000 - 10.000.000
Telemarketer (penempatan di Semarang),Jakarta, 1 – 3 tahun, IDR 5.000.000 - 8.000.000
Field Sales Jabodetabek,"Tanah Abang, Jakarta", 5 – 10 tahun, IDR 10.000.000 - 12.000.000
IT System,Bogor, 1 – 3 tahun, IDR 6.000.000 - 7.000.000
TEKNISI MAINTENANCE,Jakarta, 3 – 5 tahun, IDR 5.000.000 - 7.000.000
DIGITAL MARKETING (INTERN/EXPERIENCED),Jakarta, 1 – 3 tahun, IDR 2.000.000 - 2.800.000
Backend Developer ,Bandung, 1 – 3 tahun, IDR 1.000.000 - 2.000.000
Senior Design Graphic / Videographer,Denpasar, 1 – 3 tahun, IDR 1.000.000 - 2.000.000
Credit Marketing Officer,"Kuningan, Jakarta", 1 – 3 tahun, IDR 1.000.000 - 2.000.000
B2B Sales Executive,Yogyakarta, 1 – 3 tahun, IDR 1.000.000 - 2.000.000
Digital Marketing,Denpasar,, IDR 7.000.000 - 20.000.000
Supervisi Store,Jakarta,,
Digital Marketing,Jakarta, 1 – 3 tahun, IDR 5.000.000 - 6.000.000
STRUCTURE TECHNICIAN (AIRFRAME MECHANIC),"Pancoran, Jakarta", 1 – 3 tahun, IDR 5.000.000 - 8.000.000
Customer Success Executive,Jakarta, 1 – 3 tahun, IDR 5.000.000 - 7.500.000
Digital Marketing Internship,"Antasari, Jakarta", 1 – 3 tahun, IDR 5.500.000 - 7.500.000
Tutor Visit HSKS Pekanbaru,Badung, 3 – 5 tahun,
DIGITAL MARKETING,Bandung, 1 – 3 tahun, IDR 5.000.000 - 8.000.000
Human Resources Supervisor Hotel TS Suites Bali Seminyak,Bandung, 1 – 3 tahun, IDR 5.000.000 - 8.000.000
Design and Social Media Intern,Bandung, 1 – 3 tahun, IDR 5.000.000 - 8.000.000
Android Engineer,Bandung, Kurang dari setahun,
Cost Control,"Kebon Jeruk, Jakarta", 1 – 3 tahun, IDR 5.000.000 - 8.000.000
Admin Engineer,"Grogol Petamburan, Jakarta", 1 – 3 tahun, IDR 6.000.000 - 7.000.000
Education Counselor,"Menteng, Jakarta", 1 – 3 tahun, IDR 5.000.000 - 8.000.000
Programmer (Web Fullstack Java),Surabaya, 1 – 3 tahun, IDR 4.000.000 - 7.000.000
Customer Service - Sales,Bandung, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Store Supervisor - Pontianak,"Kelapa Gading, Jakarta", 1 – 3 tahun, IDR 5.000.000 - 6.000.000
IT Support,"Cengkareng, Jakarta", 3 – 5 tahun, IDR 7.000.000 - 10.000.000
React Mobile Developer,"Penjaringan, Jakarta", 1 – 3 tahun, IDR 4.500.000 - 5.500.000
PRICE ANALYST & CAMPAIGN PLANNER,Yogyakarta, 1 – 3 tahun, IDR 2.000.000 - 3.000.000
Head Producer,Jakarta,, IDR 6.000.000 - 20.000.000
Sales Executive,"Menteng, Jakarta",,
Python Developer,"Cengkareng, Jakarta", 3 – 5 tahun, IDR 8.000.000 - 9.500.000
Human Resource Intern,Batang, 1 – 3 tahun, IDR 6.000.000 - 6.500.000
Wordpress Developer,Surabaya, Kurang dari setahun, IDR 200.000 - 2.250.000
Business Development Executive,"Kebon Jeruk, Jakarta", 1 – 3 tahun, IDR 2.970.000 - 3.861.000
Sales Assistant,Bandung, 3 – 5 tahun,
Customer Service Officer,Jakarta, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Marketing Officer,Semarang, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Sales Executive,Bekasi, 1 – 3 tahun, IDR 4.750.000 - 5.250.000
Accounting Supervisor,Samarinda, 1 – 3 tahun, IDR 4.600.000 - 8.000.000
Sales Executive,Jakarta, 1 – 3 tahun, IDR 5.000.000 - 6.750.000
UI UX Designer ,Batam, 1 – 3 tahun, IDR 4.650.000 - 5.200.000
3D Character Designer,Malang, 3 – 5 tahun, IDR 7.000.000 - 9.000.000
ACCOUNT EXECUTIVE E-COMMERCE,"Setiabudi, Jakarta", 3 – 5 tahun, IDR 7.000.000 - 10.000.000
Motion Designer,Kupang, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
"Finance, Accounting & Tax",Tangerang, 1 – 3 tahun, IDR 5.000.000 - 7.500.000
Finance & Accounting Manager,Bandung, 5 – 10 tahun, IDR 10.000.000 - 12.000.000
Product Analyst (Remote Possible),Jakarta, 5 – 10 tahun, IDR 10.000.000 - 12.000.000
Junior Frontend Developer (Vue.JS/React.JS),Banteng, 1 – 3 tahun, IDR 4.500.000 - 8.000.000
VIDEOGRAPHER SPECIALIST,Jakarta, 1 – 3 tahun, IDR 3.500.000 - 4.000.000
Koordinator Regional / Wilayah,Bekasi, 1 – 3 tahun, IDR 3.500.000 - 4.000.000
Sales Manager,Yogyakarta, 5 – 10 tahun, IDR 6.000.000 - 15.000.000
Sales Engineer,Yogyakarta, 1 – 3 tahun, IDR 4.500.000
Back End Development Trainer,Jakarta, 3 – 5 tahun, IDR 7.000.000 - 10.000.000
Graphic Designer,Yogyakarta, Kurang dari setahun,
Sales Closing Officer,"Kemayoran, Jakarta", 1 – 3 tahun, IDR 4.000.000 - 5.000.000
E-commerce Entrepreneur Intern,Jakarta, 1 – 3 tahun, IDR 1.500.000 - 2.500.000
Mandarin Translator,"Kebayoran Baru, Jakarta", 1 – 3 tahun, IDR 1.500.000 - 2.500.000
Business Development Intern,Jakarta, 1 – 3 tahun, IDR 4.700.000 - 5.500.000
COPYWRITER,Denpasar, 1 – 3 tahun, IDR 2.500.000 - 10.000.000
Content Writer,"Kebayoran Baru, Jakarta", 3 – 5 tahun,Login to view estimated salary by Glints.
Brand Manager,Jakarta, 3 – 5 tahun, IDR 4.600.000 - 8.000.000
Kitchen Supervisor,"Cengkareng, Jakarta", Kurang dari setahun, IDR 1.000.000 - 1.500.000
Laravel Developer,Bandung, 1 – 3 tahun, IDR 4.600.000 - 5.200.000
Kepala Gudang,Surabaya, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Frontend Team (Freelance) ,"Kelapa Gading, Jakarta", 3 – 5 tahun, IDR 8.000.000 - 9.000.000
Data Scientist,Bandar Lampung, 1 – 3 tahun, IDR 5.000.000 - 7.600.000
Account Executive,Jakarta, 1 – 3 tahun, IDR 5.500.000 - 7.000.000
Brand Activation Specialist,"Pesanggrahan, Jakarta", 1 – 3 tahun, IDR 5.500.000 - 7.200.000
Graphic & Video Designer,Semarang, 5 – 10 tahun, IDR 7.000.000 - 10.000.000
DIGITAL ADVERTISER SPECIALIST ,"Cakung, Jakarta", Kurang dari setahun, IDR 1.000.000 - 1.500.000
Software Quality Assurance (QA Engineer),Jakarta, 3 – 5 tahun,
Frontend Developer (ReactJS),Surabaya, 1 – 3 tahun, IDR 4.000.000 - 4.300.000
Backend Developer (NodeJS),Jakarta, 1 – 3 tahun, IDR 5.500.000 - 6.500.000
Store Supervisor - Semarang,Jakarta, 1 – 3 tahun, IDR 4.000.000 - 8.000.000
Creative Marketing,"Penjaringan, Jakarta", 3 – 5 tahun, IDR 4.500.000 - 7.000.000
Digital Marketing,"Kuningan, Jakarta", 1 – 3 tahun, IDR 5.000.000 - 7.500.000
ACCOUNT OFFICER,Yogyakarta, 1 – 3 tahun, IDR 5.000.000 - 6.000.000
SEO Specialist,Surabaya, 1 – 3 tahun, IDR 4.000.000 - 7.000.000
MANAGER ACCOUNTING,, 1 – 3 tahun, IDR 5.000.000 - 6.000.000
HRD Manager,Jakarta, 1 – 3 tahun, IDR 5.500.000 - 6.000.000
Fashion Photographer,Jakarta, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Business Intelligence,Jakarta, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
(JV2201008) Account Officer - Sales - Jambi,Surabaya, 1 – 3 tahun, IDR 4.200.000 - 4.400.000
PIC Produksi (Follow Up),Jakarta, 3 – 5 tahun, IDR 1.000.000 - 14.000.000
Content Creator Howel and Co,Tangerang, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Visitation Service,Medan, 3 – 5 tahun, IDR 7.000.000 - 10.000.000
Growth Specialist,Bandung, Kurang dari setahun,
sales marketing executive,Jakarta, 3 – 5 tahun, IDR 5.000.000 - 7.500.000
Coding Teacher for Kids,Tangerang, 3 – 5 tahun, IDR 8.000.000 - 9.000.000
MOTION & GRAPHICS DESIGNER,Bekasi, 1 – 3 tahun, IDR 3.500.000 - 5.000.000
Graphic Design Intern,Jakarta, 1 – 3 tahun, IDR 5.000.000 - 7.500.000
Sopir Logistik (SIM A dan C) ,"Penjaringan, Jakarta", 1 – 3 tahun, IDR 4.000.000 - 7.000.000
Digital Marketing / Digital Advertiser ,Jakarta, 1 – 3 tahun, IDR 5.000.000 - 6.000.000
Researcher Staff (English Active),Jakarta, 1 – 3 tahun, IDR 4.500.000 - 5.500.000
Account Manager,Tangerang, Kurang dari setahun, IDR 1.000.000 - 1.500.000
Customer Service,Jakarta, Kurang dari setahun, IDR 1.000.000 - 1.500.000
Brand Designer,"Pademangan, Jakarta", 5 – 10 tahun, IDR 9.500.000 - 12.000.000
"Finance, Accounting, & Admin Associate","Pademangan, Jakarta", 1 – 3 tahun, IDR 5.000.000 - 7.500.000
Copy Writer SEO / Penulis Artikel,Lahat, 1 – 3 tahun, IDR 3.000.000 - 4.500.000
Legal Officer,Jakarta, 1 – 3 tahun, IDR 5.500.000 - 7.000.000
IT System Administrator,Makassar, 1 – 3 tahun, IDR 4.000.000 - 6.000.000
Quality Assurance Specialist (Apoteker Penanggungjawab),Klaten, 1 – 3 tahun, IDR 5.000.000 - 6.500.000
Social Media & PR Marcomm Specialist,Jakarta, Lebih dari 10 tahun, IDR 12.000.000 - 14.000.000
Pengawas Lapangan,Jakarta, 1 – 3 tahun, IDR 5.000.000 - 7.500.000
Pengawas Lapangan,Jakarta, 1 – 3 tahun, IDR 4.999.900 - 5.500.000
KOL Specialist,Jakarta, 1 – 3 tahun, IDR 4.500.000 - 6.000.000
QS (Quantity Surveyor),"Pasar Minggu, Jakarta", 1 – 3 tahun, IDR 4.500.000 - 6.000.000
Sales & Machinery Consultant,, 1 – 3 tahun, IDR 4.000.000 - 5.000.000
Quality Assurance Lead,Jakarta, 3 – 5 tahun, IDR 7.000.000 - 10.000.000
Senior Project Executive,Surabaya, 1 – 3 tahun, IDR 5.500.000 - 7.000.000
Area Sales Supervisor,"Gambir, Jakarta", 1 – 3 tahun, IDR 5.000.000 - 7.500.000
Frontend Developer,"Grogol Petamburan, Jakarta", 1 – 3 tahun, IDR 5.000.000 - 6.000.000
CONTENT CREATOR ( GRAPHIC DESIGNER BASE),Surabaya, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Tranining Need Analyst,Bekasi, 1 – 3 tahun, IDR 4.500.000 - 6.000.000
Legal Officer,Bekasi,, IDR 4.500.000 - 6.000.000
Customer Service Representative (Medan Based) (FEMALE),Jakarta,,
Brand Manager,Malang, 1 – 3 tahun, IDR 4.500.000 - 8.000.000
Senior Training & Development Specialist,"Kebon Jeruk, Jakarta", 1 – 3 tahun, IDR 6.000.000 - 6.500.000
PHP Developer,Jakarta, 3 – 5 tahun, IDR 7.000.000 - 10.000.000
Sales Marketing,Jakarta, 3 – 5 tahun, IDR 7.000.000 - 10.000.000
Sales Marketing - EF English First BSD,Sleman, 1 – 3 tahun, IDR 5.500.000 - 7.000.000
Sales Marketing - EF English First Bogor Taman Yasmin,"Kebayoran Baru, Jakarta", Kurang dari setahun, IDR 1.000.000 - 1.500.000
Sales Marketing - EF English First Cengkareng,"Cakung, Jakarta", 1 – 3 tahun, IDR 4.500.000 - 8.000.000
Sales Marketing - EF English First Tebet,"Cilincing, Jakarta", 1 – 3 tahun, IDR 5.000.000 - 7.000.000
content creator,Tangerang, 1 – 3 tahun, IDR 5.000.000 - 6.000.000
ESTIMATOR / QS (SIPIL & INTERIOR),Solo, 1 – 3 tahun, IDR 5.000.000 - 6.000.000
UX Researcher,Batam, 1 – 3 tahun, IDR 4.500.000 - 5.200.000
Flutter Developer,, 5 – 10 tahun, IDR 8.000.000 - 12.000.000
Sales Executive (penempatan di Surabaya),Gresik, 1 – 3 tahun, IDR 4.000.000 - 4.500.000
Junior Fullstack PHP Developer (Hybrid),"Kemayoran, Jakarta", 1 – 3 tahun, IDR 4.500.000 - 8.000.000
Digital Marketing Specialist,Jakarta, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Junior Consultant,Malang, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Seller Acquisition,Jakarta, 1 – 3 tahun, IDR 5.500.000 - 7.000.000
Store Manager - Pekanbaru,"Penjaringan, Jakarta", 1 – 3 tahun, IDR 4.000.000 - 8.500.000
Staff Administration / Operator,Jakarta, 1 – 3 tahun, IDR 4.500.000 - 8.000.000
Product development team leader / Warehouse specialist,Jakarta, 1 – 3 tahun, IDR 2.000.000 - 3.000.000
Graphic Designer,"Cakung, Jakarta", 1 – 3 tahun, IDR 3.500.000 - 5.000.000
Front-End Developer,"Kebon Jeruk, Jakarta", 1 – 3 tahun, IDR 5.500.000 - 6.500.000
Digital Marketing Staff,"Grogol Petamburan, Jakarta", 1 – 3 tahun, IDR 5.000.000 - 5.500.000
Creative Social Media Marketing,"Kebayoran Baru, Jakarta", Kurang dari setahun, IDR 1.000.000 - 1.500.000
IT Support Staff,Tangerang, Kurang dari setahun,
Digital Marketing Manager,Jakarta, 3 – 5 tahun, IDR 7.000.000 - 10.000.000
Python / Selenium Spealist,"Tebet, Jakarta", 3 – 5 tahun, IDR 4.000.000 - 5.000.000
Educational Consultant - Indonesia (remote),Makassar, Kurang dari setahun,
HEAD OF SALES & MARKETING,Makassar, 3 – 5 tahun, IDR 0 - 17.000.000
Content Creator,"Kuningan, Jakarta", 1 – 3 tahun, IDR 4.000.000 - 6.000.000
Junior Architect,Bogor, 1 – 3 tahun, IDR 4.000.000 - 6.000.000
Content Creator,Bogor, 1 – 3 tahun,
Content Strategist,Depok, 1 – 3 tahun,
Videographer,"Grogol Petamburan, Jakarta", 1 – 3 tahun, IDR 3.000.000 - 4.500.000
Graphic Designer,Bogor, 1 – 3 tahun, IDR 4.000.000 - 5.000.000
3D Animation Designer,Surabaya, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Social Media Specialist,Tangerang, 1 – 3 tahun,
Graphic Designer EF English First,Sleman, 1 – 3 tahun, IDR 5.000.000 - 6.000.000
Motion Animation Designer,Sleman, 1 – 3 tahun,
Production Coordinator,"Sunter, Jakarta", 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Accounting Supervisor,"Gambir, Jakarta", 1 – 3 tahun,
Videographer,Jakarta, Kurang dari setahun,
content creator,"Kebayoran Baru, Jakarta", 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Outbound Supervisor - Batuceper,Tangerang, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Full Stack Developer ,Jakarta, 1 – 3 tahun, IDR 4.100.000 - 4.200.000
ONLINE MARKETING,"Kembangan, Jakarta", 1 – 3 tahun, IDR 3.300.000 - 5.000.000
Junior IT Recruiter,Jakarta, 1 – 3 tahun, IDR 4.100.000 - 4.200.000
Account Executive & Sales Admin,"Cilandak, Jakarta", 1 – 3 tahun, IDR 2.000.000 - 6.000.000
Data Analysis Supervisor,"Setiabudi, Jakarta", 3 – 5 tahun,
Senior Full-Stack Developer,"Palmerah, Jakarta", 1 – 3 tahun, IDR 4.000.000 - 6.000.000
Equity Dealer,Kemang, 1 – 3 tahun, IDR 5.500.000 - 6.500.000
Nodejs Developer,Medan, 1 – 3 tahun, IDR 5.500.000 - 6.000.000
Senior Backend Engineer,Cirebon, 3 – 5 tahun, IDR 500.000 - 7.000.000
Finance Head,Surabaya, 1 – 3 tahun, IDR 4.000.000 - 5.000.000
Graphic Designer,Jakarta, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Marketing Specialist ,Tangerang, 3 – 5 tahun, IDR 6.000.000 - 10.000.000
Content Creator,"Pademangan, Jakarta", Kurang dari setahun,Login to view estimated salary by Glints.
SENIOR STAFF ACCOUNTING,Tangerang, 1 – 3 tahun, IDR 4.000.000 - 7.000.000
Digital Marketer,Jakarta, 1 – 3 tahun, IDR 4.000.000 - 8.000.000
Content Specialist,Jakarta, 1 – 3 tahun, IDR 4.000.000 - 5.000.000
Trainer Smartphone Industry,"Cengkareng, Jakarta", 3 – 5 tahun,Login to view estimated salary by Glints.
UIUX Designer,"Tebet, Jakarta", 1 – 3 tahun, IDR 5.500.000 - 6.800.000
Account Executive,Tangerang, 1 – 3 tahun, IDR 3.350.000 - 5.000.000
Account Manager HRIS,Tangerang, 1 – 3 tahun, IDR 6.000.000 - 6.250.000
Brand Manager for MIE CELOR ANTASARI,"Penjaringan, Jakarta", 1 – 3 tahun, IDR 4.000.000 - 5.000.000
Project Associate (Lombok-based)  ,"Pesanggrahan, Jakarta", Kurang dari setahun,
SALES MARKETING ,Jakarta, 1 – 3 tahun, IDR 4.000.000 - 5.000.000
Front End Developer,Bekasi, Kurang dari setahun,
Personal Assistant,"Pulo Gadung, Jakarta", 1 – 3 tahun, IDR 4.375.479 - 5.000.000
Web Developer,"Kebayoran Baru, Jakarta", 1 – 3 tahun, IDR 4.500.000 - 7.500.000
Content Creator & Personal Assistant,Jakarta, 3 – 5 tahun,
SUPERVISOR DIGITAL SALES MARKETING,Tangerang, 3 – 5 tahun, IDR 5.000.000 - 8.000.000
Audit & GA Staff,"Kemang, Jakarta", 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Sales Support,Bandung, 3 – 5 tahun, IDR 4.000.000 - 5.000.000
Performance Analyst,Jakarta, 3 – 5 tahun,
INTERNAL AUDIT STAFF (ICO-GL),Depok, 3 – 5 tahun,
Supervisor Marcomm Property,Surabaya, 1 – 3 tahun, IDR 4.500.000 - 6.000.000
Quality Assurance (Tester),Surabaya, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Account Executive Ads Agency,Jakarta, 1 – 3 tahun, IDR 4.500.000 - 7.500.000
Sales Admin,"Menteng, Jakarta", 1 – 3 tahun,
Social Media Specialist,Surabaya, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Maintenance & Repair Staff,Jakarta, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Product Designer,Tangerang, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Operational Manager,Depok, 1 – 3 tahun, IDR 3.500.000 - 4.000.000
Media Campaign Planner,Tangerang, 1 – 3 tahun, IDR 4.000.000 - 8.000.000
Recruitment & People Development Staff,Surabaya, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
EXPORT IMPORT SPECIALIST,Jakarta, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Social Media Specialist / Live Host,Yogyakarta, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Sales Executive,Yogyakarta, 3 – 5 tahun, IDR 6.000.000 - 10.000.000
Marketing Communication,Jakarta, 3 – 5 tahun, IDR 6.000.000 - 10.000.000
TREASURY SUPERVISOR,"Kelapa Gading, Jakarta", 1 – 3 tahun, IDR 4.000.000 - 8.000.000
Apoteker (Profesi),"Grogol Petamburan, Jakarta", 1 – 3 tahun, IDR 3.500.000 - 7.000.000
Social Media Specialist,Bandung, 1 – 3 tahun, IDR 2.800.000 - 3.640.000
Project Controller,Jakarta, 1 – 3 tahun, IDR 3.000.000 - 3.800.000
Account Payable (AP),"Kuningan, Jakarta", 1 – 3 tahun, IDR 5.000.000 - 6.000.000
Account Receivable (AR),Tangerang, 1 – 3 tahun, IDR 5.000.000 - 7.000.000
Seller Success,Jakarta, 3 – 5 tahun,Login to view estimated salary by Glints.
SPV Customer Service,, 1 – 3 tahun, IDR 4.000.000 - 8.000.000
